,name,surname
1118,Margaret,Harris
1119,Tine,Zwaan
1120,Graciela,Moran
1121,Marion,Boundy
1122,Sue,Tutt
1123,Anita,Van Deventer
1124,Stephanie,Grant
1125,Ana Maria,Estalella Manso
1126,Elizabeth,Ernest
1127,Carole,Graebner
1128,Gail,Hansen
1129,Jane,Ohara
1130,Marilyn,Pryde
1131,Chikako,Murakami
1132,Patricia,Cody
1133,Susan,Minford
1134,Eliza,Pande
1135,Andree,Martin
1136,Sally,Hudson Beck
1137,Trish,Mcclenaughan
1138,Sandy,Stap
1139,Tam,Oshaughnessy
1140,Vicky,Berner
1141,Wendy,Appleby
1142,Di,Riste
1143,Kathy,Blake
1144,Lisa,Fleming
1145,Clare,Colman
1146,Judy,Dixon
1147,Annette,Coe
1148,Janice,Tindle
1149,Roberta,Stark
1150,Elena,Granaturova
1151,Elizabeth,Vlotman
1152,Mary,Mclean
1153,Aleida,Spex
1154,Anthea,Stewart
1155,Martina,Walsh
1156,Erin,Dignam
1157,Stephanie,Tolleson
1158,Susan,Hagey
1159,Karen,Susman
1160,Sheila,Mcinerney
1161,Wendy,Barlow
1162,Mariette,Pakker
1163,Linda,Geeves
1164,Susie,Jaeger
1165,Glaucia,Langela
1166,Liz,Gordon
1167,Shelly,Walpole
1168,Ellinore,Lightbody
1169,Micki,Schillig
1170,Heather,Crowe
1171,Suzie,Mair
1172,Joanne,Louis
1173,Helene,Pelletier
1174,Sally,Reeves
1175,Marianne,Groat
1176,Joy,Tacon
1177,Jane,Forman
1178,Amanda,Grunfeld
1179,Diane,Farrell
1180,Denise,Parnell
1181,Belinda,Borneo
1182,Lisa,Gould
1183,Jane,Wood
1184,Anne,Meredith
1185,Karen,Hunter
1186,Robyn,Field
1187,Virginia,Humphreys Davies
1188,Shawna,Martin
1189,Barbara,Griffiths
1190,Sarah,Bentley
1191,Kaye,Marfini Hand
1192,Shirli Ann,Siddall
1193,Colette,Caple
1194,Claire,Wegink
1195,Tammy,Whittington
1196,Amanda,Wainwright
1197,Claire,Taylor
1198,Megan,Miller
1199,Lizzy,Jelfs
1200,Rachel,Viollet
1201,Miriam,Schnitzer
1202,Surina,De Beer
1203,Abigail,Tordoff
1204,Alena,Nesticka
1205,Iroda,Tulyaganova
1206,Tracy,Almeda Singian
1207,Allison,Bradshaw
1208,Ansley,Cargill
1209,Dawn,Buth
1210,Selima,Sfar
1211,Kristen,Schlukebir
1212,Kyra,Nagy
1213,Francesca,Schiavone
1214,Vija,Vuskalns
1215,Farel,Footman
1216,Connie,Capozzi
1217,Marjorie,Gengler
1218,Peggy,Moore
1219,Tish,Adams
1220,Jade,Schiffman
1221,Carole,Herrick
1222,Emilie,Fisher
1223,Diane,Matzner
1224,Mary,Lowdon
1225,Ann,Moore
1226,Tina,Lyman
1227,Maricaye,Christenson
1228,Roylee,Bailey
1229,Nancy,Reed
1230,Louise,Gonnerman
1231,Mimi,Kanarek
1232,Raymonde,Veber
1233,Carol,Hunter
1234,Joyce,Davenport
1235,Pat,Stewart
1236,Jane,Kincaid
1237,Darlene,Hard
1238,Pam,Richmond
1239,Carol,Aucamp
1240,Emilie,Burrer
1241,Margaret,Cooper
1242,Pam,Farmer
1243,Susan,Vinton
1244,Shari,Barman
1245,Sue,Stap
1246,DUPE Jeanne,Arth
1247,Kathy,Kraft
1248,Gussie,Moran
1249,Judy,Alvarez
1250,Rosalba,Vido
1251,Brenda,Garcia
1252,Patricia,Shoolman
1253,Marcy,Okeefe
1254,Sally,Moore
1255,Lynne,Epstein
1256,Margaret,Riley
1257,Renee,Richards
1258,Carol,Baily
1259,Chris,Penn
1260,Sonoe,Yonezawa
1261,Kelly,Henry
1262,Lisa,Doherty
1263,Lucy,Gordon
1264,Jody,Appelbaum
1265,Germaine,Ohaco
1266,Phyllis,Blackwell
1267,Linda,Howell
1268,Karen,Huebner
1269,Carin,Anderholm
1270,Eleni,Rossides
1271,Jane,Young
1272,Lisa,Green
1273,Sandra,Birch
1274,Shannan,Mccarthy
1275,Viktoria,Milvidskaia
1276,Julie,Steven
1277,Nicole,London
1278,Anne,Mall
1279,Angela,Lettiere
1280,Keri,Phebus
1281,Jacqueline,Trail
1282,Laura,Granville
1283,Jean,Okada
1284,Zuzana,Lesenarova
1285,Tatiana,Poutchek
1286,Melissa,Middleton
1287,Anabel,Medina Garrigues
1288,Maria Jose,Martinez Sanchez
1289,Maja,Palaversic
1290,Christina,Wheeler
1291,Daniela,Hantuchova
1292,Nuria,Llagostera Vives
1293,Martina,Sucha
1294,Catalina,Castano
1295,Marion,Bartoli
1296,Wynne,Prakusya
1297,Bianka,Lamade
1298,Maja,Matevzic
1299,Zsofia,Gubacsi
1300,Celine,Beigbeder
1301,Maria Emilia,Salerni
1302,Camille,Pin
1303,Clarisa,Fernandez
1304,Anne,Keothavong
1305,Elena,Baltacha
1306,Eleni,Daniilidou
1307,Marie Gaiane,Mikaelian
1308,Amber,Liu
1309,Maria Elena,Camerin
1310,Tatiana,Perebiynis
1311,Martina,Muller
1312,Roberta,Vinci
1313,Sarah,Taylor
1314,Yoon Jeong,Cho
1315,Nina,Duebbers
1316,Ashley,Harkleroad
1317,Lenka,Dlhopolcova
1318,Aniko,Kapros
1319,Bethanie,Mattek Sands
1320,Evelyn,Fauth
1321,Svetlana,Kuznetsova
1322,Antonella,Serra Zanetti
1323,Eva,Dyrberg
1324,Saori,Obata
1325,Irina,Selyutina
1326,Samantha,Stosur
1327,Bahia,Mouhtassine
1328,Angelique,Widjaja
1329,Milagros,Sequera
1330,Vera,Zvonareva
1331,Maria,Goloviznina
1332,Iveta,Benesova
1333,Jane,Odonoghue
1334,Angelika,Roesch
1335,Zuzana,Ondraskova
1336,Myriam,Casanova
1337,Dinara,Safina
1338,Allison,Baker
1339,Bea,Bielik
1340,Renata,Voracova
1341,Maria,Geznenge
1342,Mi Ra,Jeon
1343,Alexandra,Podkolzina
1344,Maret,Ani
1345,Klara,Koukalova
1346,Maria,Sharapova
1347,Lubomira,Kurhajcova
1348,Jelena,Jankovic
1349,Casey,Dellacqua
1350,Melinda,Czink
1351,Adriana,Szili
1352,Eva,Fislova
1353,Akiko,Morigami
1354,Stanislava,Hrozenska
1355,Libuse,Prusova
1356,Flavia,Pennetta
1357,Eva,Birnerova
1358,Virginie,Pichet
1359,Natalia,Gussoni
1360,Amandine,Dulon
1361,Julia,Vakulenko
1362,Julia,Schruff
1363,Anais,Laurendon
1364,Gisela,Dulko
1365,Tatiana,Golovin
1366,Edina,Gallovits Hall
1367,Barbora,Zahlavova Strycova
1368,Arantxa,Parra Santonja
1369,Karolina,Sprem
1370,Carly,Gullickson
1371,Anastasia,Rodionova
1372,Vera,Dushevina
1373,Theresa,Logar
1374,Maria,Kirilenko
1375,Gabriela,Lastra
1376,Shenay,Perry
1377,Angela,Haynes
1378,Yuliya,Beygelzimer
1379,Stephanie,Gehrlein
1380,Mara,Santangelo
1381,Claudine,Schaul
1382,Tian Tian,Sun
1383,Olivia,Lukaszewicz
1384,Marie Eve,Pelletier
1385,Chia Jung,Chuang
1386,Yuliana,Fedak
1387,Jie,Zheng
1388,Sofia,Arvidsson
1389,Sophie,Ferguson
1390,Zuzana,Kucova
1391,Mervana,Jugic Salkic
1392,Sanda,Mamic
1393,Severine,Beltrame
1394,Kelly,Mccain
1395,Anna Lena,Groenefeld
1396,Teryn,Ashley
1397,Katie,Obrien
1398,Shuai,Peng
1399,Amanda,Keen
1400,Emily,Webley Smith
1401,Nicole,Vaidisova
1402,Abigail,Spears
1403,Sesil,Karatantcheva
1404,Anna,Chakvetadze
1405,Jessica,Kirkland
1406,Nan Nan,Liu
1407,Shikha,Uberoi
1408,Evgenia,Linetskaya
1409,Jamea,Jackson
1410,Michaela,Pastikova
1411,Monique,Adamczak
1412,Aiko,Nakamura
1413,Anastasia,Yakimova
1414,Capucine,Rousseau
1415,Michaella,Krajicek
1416,Tiffany,Welford
1417,Alona,Bondarenko
1418,Marta,Domachowska
1419,Ting,Li
1420,Na,Li
1421,Sania,Mirza
1422,Ana,Ivanovic
1423,Mailyne,Andrieux
1424,Yvonne,Meusburger
1425,Shahar,Peer
1426,Lucie,Safarova
1427,Pauline,Parmentier
1428,Alize,Cornet
1429,Mathilde,Johansson
1430,Rika,Fujiwara
1431,Yulia,Fedossova
1432,Aravane,Rezai
1433,Rebecca,Llewellyn
1434,Sarah,Borwell
1435,Sabine,Klaschka
1436,Kateryna,Bondarenko
1437,Mary,Gambale
1438,Ivana,Lisjak
1439,Ekaterina,Bychkova
1440,Tiffany,Dabek
1441,Laura,Pous Tio
1442,Emma,Laine
1443,Yung Jan,Chan
1444,Alexa,Glatch
1445,Su Wei,Hsieh
1446,Viktoria,Kutuzova
1447,Sybille,Bammer
1448,Vania,King
1449,Galina,Voskoboeva
1450,Lauren,Breadmore
1451,Tsvetana,Pironkova
1452,Kathrin,Woerle
1453,Lourdes,Dominguez Lino
1454,Hana,Sromova
1455,Akgul,Amanmuradova
1456,Elena,Vesnina
1457,Olga,Savchuk
1458,Jarmila,Gajdosova
1459,Victoria,Azarenka
1460,Zi,Yan
1461,Meng,Yuan
1462,Aurelie,Vedy
1463,Alberta,Brianti
1464,Anda,Perianu
1465,Nathalie,Vierin
1466,Kirsten,Flipkens
1467,Kaia,Kanepi
1468,Ivana,Abramovic
1469,Yaroslava,Shvedova
1470,Melanie,South
1471,Kristina,Barrois
1472,Naomi,Cavaday
1473,Romina,Oprandi
1474,Vasilisa,Bardina
1475,Agnieszka,Radwanska
1476,Ahsha,Rolle
1477,Lauren,Albanese
1478,Stephanie,Dubois
1479,Varvara,Lepchenko
1480,Olga,Puchkova
1481,Lioudmila,Skavronskaia
1482,Tamira,Paszek
1483,Andreja,Klepac
1484,Madison,Brengle
1485,Sandra,Zahlavova
1486,Alla,Kudryavtseva
1487,Aleksandra,Wozniak
1488,Jessica,Moore
1489,Jorgelina,Cravero
1490,Mariya,Koryttseva
1491,Timea,Bacsinszky
1492,Olivia,Sanchez
1493,Andrea,Petkovic
1494,Angelique,Kerber
1495,Raluca,Olaru
1496,Dominika,Cibulkova
1497,Caroline,Wozniacki
1498,Agnes,Szavay
1499,Karin,Knapp
1500,Anastasia,Pavlyuchenkova
1501,Nika,Ozegovic
1502,Olga,Govortsova
1503,Tatjana,Malek
1504,Ayumi,Morita
1505,Julia,Goerges
1506,Ekaterina,Makarova
1507,Sara,Errani
1508,Audra,Cohen
1509,Petra,Cetkovska
1510,Ashley,Weinhold
1511,Julie,Ditty
1512,Ekaterina,Ivanova
1513,Monica,Niculescu
1514,Sabine,Lisicki
1515,Sorana,Cirstea
1516,Alisa,Kleybanova
1517,Evgeniya,Rodina
1518,Magdalena,Rybarikova
1519,Yanina,Wickmayer
1520,Violette,Huck
1521,Petra,Kvitova
1522,Carla,Suarez Navarro
1523,Jelena,Pandzic
1524,Marina,Erakovic
1525,Urszula,Radwanska
1526,Eva,Hrdinova
1527,Julie,Coin
1528,Stefanie,Voegele
1529,Melanie,Oudin
1530,Kristie,Ahn
1531,Gail,Brodsky
1532,Mariana,Duque Marino
1533,Anastasia,Pivovarova
1534,Shuai,Zhang
1535,Asia,Muhammed
1536,Coco,Vandeweghe
1537,Monika,Wejnert
1538,Patricia,Mayr Achleitner
1539,Isabella,Holland
1540,Christina,Mchale
1541,Kristina,Mladenovic
1542,Chanelle,Scheepers
1543,Olivia,Rogowska
1544,Emelyn,Starr
1545,Oxana,Lyubtsova
1546,Anastasija,Sevastova
1547,Anna,Lapushchenkova
1548,Michelle,Larcher De Brito
1549,Ajla,Tomljanovic
1550,Petra,Martic
1551,Tamaryn,Hendler
1552,Arantxa,Rus
1553,Mallory,Cecil
1554,Lenka,Wienerova
1555,Vitalia,Diatchenko
1556,Polona,Hercog
1557,Lucie,Hradecka
1558,Corinna,Dentoni
1559,Lauren,Embree
1560,Irena,Pavlovic
1561,Kinnie,Laisne
1562,Claire,Feuerstein
1563,Silvia,Soler Espinosa
1564,Darya,Kustova
1565,Lenka,Tvaroskova
1566,Katarzyna,Piter
1567,Agnes,Szatmari
1568,Alexandra,Dulgheru
1569,Kristina,Kucova
1570,Georgie,Gent
1571,Vesna,Dolonc
1572,Masa,Zec Peskiric
1573,Regina,Kulikova
1574,Laura,Robson
1575,Neuza,Silva
1576,Hilary,Barte
1577,Valerie,Tetreault
1578,Heidi,El Tabakh
1579,Kai Chen,Chang
1580,Yurika,Sema
1581,Xinyun,Han
1582,Chun Mei,Ji
1583,Jing Jing,Lu
1584,Yana,Buchina
1585,Ksenia,Pervak
1586,Sloane,Stephens
1587,Heather,Watson
1588,Bojana,Jovanovski
1589,Anna,Tatishvili
1590,Sharon,Fichman
1591,Alison,Riske
1592,Margalita,Chakhnashvili
1593,Beatriz,Garcia Vidagany
1594,Irina Camelia,Begu
1595,Simona,Halep
1596,Misaki,Doi
1597,Johanna,Larsson
1598,Kurumi,Nara
1599,Noppawan,Lertcheewakarn
1600,Andrea,Hlavackova
1601,Jamie,Hampton
1602,Chelsey,Gullickson
1603,Beatrice,Capra
1604,Shelby,Rogers
1605,Irina,Falconi
1606,Mandy,Minella
1607,Rebecca,Marino
1608,Sally,Peers
1609,Sheng Nan,Sun
1610,Yi Miao,Zhou
1611,Zarina,Diyas
1612,Daria,Gavrilova
1613,Junri,Namigata
1614,Arina,Rodionova
1615,Caroline,Garcia
1616,Lesia,Tsurenko
1617,Lauren,Davis
1618,Ana,Vrljic
1619,Fatma,Al Nabhani
1620,Madison,Keys
1621,Monica,Puig
1622,Mona,Barthel
1623,Iryna,Bremond
1624,Jing Jing,Chen
1625,Eun Ha,Kim
1626,Ju Yeon,Choi
1627,Petra,Winzenholler
1628,Kim,De Weille
1629,Li,Li
1630,Yael,Segal
1631,Nicole,Hummel
1632,Nicha,Lertpitaksinchai
1633,Ryoko,Fuda
1634,Tomoko,Yonemura
1635,Viky,Nunez Fuentes
1636,Betina,Jozami
1637,Anna,Orlik
1638,Melissa,Torres Sandoval
1639,Estrella,Cabeza Candela
1640,Yevheniia,Savranska
1641,Maria Teresa,Torro Flor
1642,Nadia,Lalami
1643,Fatima,El Allami
1644,Eva,Fernandez Brugues
1645,Paula,Fondevila Castro
1646,Frederica,Piedade
1647,Maria Joao,Koehler
1648,Jasmin,Woehr
1649,Naomi,Broady
1650,Lenka,Jurikova
1651,Irina,Buryachok
1652,Michaela,Johansson
1653,Ksenia,Palkina
1654,Ellen,Allgurin
1655,Sandra,Roma
1656,Anna,Floris
1657,Tadeja,Majeric
1658,Nastja,Kolar
1659,Carmen,Klaschka
1660,Melanie,Klaffner
1661,Tereza,Hladikova
1662,Tina,Schiechtl
1663,Karolina,Pliskova
1664,Ekaterina,Dzehalevich
1665,Pemra,Ozgen
1666,Ipek,Senoglu
1667,Cagla,Buyukakcay
1668,Ling,Zhang
1669,Alexandra,Panova
1670,Yan Chong,Chen
1671,Amra,Sadikovic
1672,Ksenia,Lykina
1673,Nigina,Abduraimova
1674,Alexandra,Kolesnichenko
1675,Sabina,Sharipova
1676,So Jung,Kim
1677,Ye Ra,Lee
1678,Mi,Yoo
1679,Sacha,Jones
1680,Varatchaya,Wongteanchai
1681,Anna,Gerasimou
1682,Suchanun,Viratprasert
1683,Nudnida,Luangnam
1684,Bianca,Botto
1685,Paula,Zabala
1686,Kristina,Antoniychuk
1687,Alejandra,Granillo
1688,Lina,Bennani
1689,Claire,De Gubernatis
1690,Magali,De Lattre
1691,Nina,Bratchikova
1692,Dia,Evtimova
1693,Michaela,Pochabova
1694,Timea,Babos
1695,Silvia,Njiric
1696,Anna,Brazhnikova
1697,Laura,Siegemund
1698,Kristyna,Pliskova
1699,Liana Gabriela,Ungur
1700,Martina,Caregaro
1701,Nikola,Hofmanova
1702,Basak,Eraydin
1703,Malou,Ejdesgaard
1704,Yi Fan,Xu
1705,Nadejda,Guskova
1706,Alina,Abdurakhimova
1707,Eirini,Georgatou
1708,Sachie,Ishizu
1709,Natalie,Grandin
1710,Yulia,Putintseva
1711,Annette,Gulley
1712,Sharon,Hodgkin
1713,Karin,Moos
1714,Caroline,Van Renterghem
1715,Michaela,Frimmelova
1716,Heike,Thoms
1717,Catherine,Bonnet
1718,Michelle,Jackson Nobrega
1719,Akiko,Gooden
1720,Stephanie,Martin
1721,Joy,Cummings
1722,Caryn,Moss
1723,Luanne,Spadea
1724,Angela,Kerek
1725,Julie,Exum
1726,Zdenka,Malkova
1727,Rachel Ann,Jensen
1728,Silvia,Ramon Cortes
1729,Jessica,Steck
1730,Larissa,Schaerer
1731,Karin,Stampfli
1732,Judy,Newman
1733,Noelle,Porter
1734,Lorenza,Jachia
1735,Barbara,Pollet
1736,DUPE Monika,Lundqvist
1737,Xenia,Anastasiados
1738,Stefania,Dalla Valle
1739,Julia,Apostoli
1740,Petra,Schmitt
1741,Christiane,Hofmann
1742,Alysia,May
1743,Susi,Fortun Lohrmann
1744,Laura,Glitz
1745,Caroline,Schneider
1746,Lupita,Novelo
1747,Amanda,Basica
1748,Lihini,Weerasuriya
1749,Renata,Kochta
1750,Julie,Shiflet
1751,Ann,Stephenson
1752,Melissa,Mazzotta
1753,Cristina,Salvi
1754,Rewa,Harriman
1755,Leanne,Baker
1756,Michelle,Parun
1757,Tracey,King
1758,Amanda,Tate
1759,Elizabeth,Daly
1760,Jan,Blackstad
1761,Heidi,Sprung
1762,Annette,Smith
1763,Mary,Dailey
1764,Annette,Patchen
1765,Justine,Brown
1766,Brenda,Perry
1767,Sharon,Mcnamara
1768,Sylvia,Schenck
1769,Gail,Falkenberg
1770,Ruth,Seeman
1771,Yvonne,Der Kinderen
1772,Virag,Csurgo
1773,Aranzazu,Gallardo
1774,Diedre,Herman
1775,Caroline,Hagey
1776,Silvia,Blume Bruns
1777,Marion,De Witte
1778,Barbara,Brankovska
1779,Suzanne,Bakewell
1780,Silvia,Campius Pinas
1781,Kerry,Young
1782,Judith,Mercade
1783,Rosa Maria,Togores Colom
1784,Marcela Viviana,Cataldi
1785,Betona,Pellon Fernandez
1786,Patricia,Armet Sanpere
1787,Ana,Almansa
1788,Annina,Von Planta
1789,Isabel,Moure
1790,Begonia,Erana
1791,Ana,Aubone
1792,Iris,Thompson
1793,Ingrid,Jonge
1794,Maria,Mateo
1795,Monica,Alvarez
1796,Nancy,Harris
1797,Jane,Plackett
1798,Maria,Muntanola
1799,Birthe,Glatzel
1800,Marie Jose,Llorca
1801,Annika,Narbe
1802,Ana Maria,Segura Perez
1803,Ulrike,Priller
1804,Gabriela,Castro
1805,Claudia,Chabalgoity
1806,Pilar,Perez
1807,Ying,Bi
1808,Li Yao,Tang
1809,Hiroko,Hara
1810,Hila,Rosen
1811,Yuko,Hosoki
1812,Young Ja,Choi
1813,Hiroko,Mochizuki
1814,Patty,Van Acker
1815,Michelle,Gerards
1816,Petra,Rampre
1817,Kathleen,Schuurmans
1818,Karin,Oberleitner
1819,Ilse,De Ruysscher
1820,Esmir,Hoogendoorn
1821,Caroline,Wuillot
1822,Gorana,Matic
1823,Petra,Holubova
1824,Daphne,Van De Zande
1825,Gisela,Riera Roura
1826,Kathy,Hofer
1827,Berit,Bjork
1828,Regina,Wieser
1829,Olga,Votavova
1830,Heliane,Steden
1831,Katharina,Duell
1832,Sabine,Gerke
1833,Gabriela,Mosca
1834,Anouschka,Popp
1835,Heike,Rusch
1836,Maja,Muric
1837,Svetlana,Komleva
1838,Sandra,Waechtershauser
1839,Federica,Fortuni
1840,Syna,Schreiber
1841,Germana,Di Natale
1842,Sally,Godman
1843,Rikki,Gaddie
1844,Suzanna,Anggarkusuma
1845,Agnese,Gustmane
1846,Stella,Sampras
1847,Katarzyna,Teodorowicz Lisowska
1848,Mareze,Joubert
1849,Hye Jin,Park
1850,Veronica,Stele
1851,Nino,Louarsabishvili
1852,Joanne,Moore
1853,Paula,Hermida Velo
1854,Andrea,Muller
1855,Mariana,Mesa
1856,Adriana,Barna
1857,Ekaterina,Sysoeva
1858,Juliana,Garcia
1859,Kristina,Triska
1860,Luciana,Masante
1861,Mariam,Ramon Climent
1862,Romina,Ottoboni
1863,Vanessa,Menga
1864,Alice,Canepa
1865,Celeste,Contin
1866,Alicia,Ortuno
1867,Cristina,Arribas
1868,Magdalena,Kucerova
1869,Renata,Kucerova
1870,Radka,Pelikanova
1871,Monica,Weber
1872,Kate,Glancy
1873,Bettina,Diesner
1874,Karen,Smith
1875,Helen,Davis
1876,Vicki,Marler
1877,Rosemary,Eden
1878,Karen,Shin
1879,Junko,Watanabe
1880,Reka,Vidats
1881,Melinda,Petkes
1882,Nora,Koves
1883,Katarzyna,Straczy
1884,Cynthia,Ashling
1885,Marcelle,Voyame
1886,Marta,Galli
1887,Patricia,Gomez
1888,Laura,Giussani
1889,Marlie,Buehler
1890,Patrizia,Murgo
1891,Xochitl,Escobedo
1892,Rona,Daniels
1893,Lisa,Pennington
1894,Anabella,Radics
1895,Kylie,Copeland
1896,Mahela,Gartner Ockernahl
1897,Veronica,Platz
1898,Helena,Manset
1899,Isabelle,Crudo
1900,Luciana,Tella
1901,Natasha,Marcucci
1902,Cheryl,Jones
1903,Annette,Gerber
1904,Michelle,Strebel
1905,Karmen,Skulj
1906,Gisele,Faria
1907,Marwa,El Wany
1908,Lisette,Senn
1909,Karen,Dewis
1910,Carol,Bertrand
1911,Angela,Walker
1912,Nina,Bland
1913,Sylvie,Tetreault
1914,Jennifer,Young
1915,Elizabeth,Alexander
1916,Carrie Lynn,Cohen
1917,Anne,Grousbeck
1918,Suzanne,Italiano
1919,Melanie,Bernard
1920,Christina,Popescu
1921,Renata,Kolbovic
1922,Martina,Nejedly
1923,Stephanie,Tibbits
1924,Alix,Creek
1925,Caroline,Delisle
1926,Erica,Adams
1927,Stephanie,Reece
1928,Ludmilla,Varmuza
1929,Julia,Lutrova
1930,Laura,Pena
1931,Monica,Guglielmi
1932,Jill,Waldman
1933,Jane,Jarosz
1934,Alejandra,Vallejo
1935,Anne Marie,Ruegg
1936,Monica,Simmen
1937,Anne Mette,Sorensen
1938,Kathy,Barton
1939,Ainhoa,Goni Blanco
1940,Anique,Snijders
1941,Mirela,Vladulescu
1942,Dora,Krstulovic
1943,Andreea,Ehritt Vanc
1944,Ivana,Bracun
1945,Zuzana,Hejdova
1946,Patricia,Segala
1947,Jean,Ceniza
1948,Stephanie,Mayorkis
1949,Vicky,Maes
1950,Eva,Jimenez Sanz
1951,Miriam,Dagostini
1952,Ann,Hulbert
1953,Elena,Savoldi
1954,Pamela,Baily
1955,Kirsten,Dreyer
1956,Wendy,Burkhart
1957,Nicole,Lorenzetti
1958,Dorien,Wamelink
1959,Angela,Cardoso
1960,Ana Catarina,Nogueira
1961,Rosa,Bielsa Hierro
1962,Patricia,Miller
1963,Erda,Crous
1964,Sofia,Prazeres
1965,Tania,Couto
1966,Sabrina,Giusto
1967,Natalie,Tschan
1968,Joana,Manta
1969,Geraldine,Dondit
1970,Karin,Ptaszek
1971,Vicki,Beggs
1972,Jeong Soon,Lee
1973,Helen,Park
1974,Nicole,Mabille
1975,Mary Ann,Colville
1976,Silvana,Campos
1977,Christina,Rozwadowski
1978,Eun Sook,Han
1979,Marlene,De Wouters
1980,Luciana,Della Casa
1981,Nicolette,Rooimans
1982,Karim,Strohmeier Merino
1983,Marielle,Rooimans
1984,Janet,Souto Garcia
1985,Corinne,Bousmans
1986,Anne,Aallonen
1987,Renata,Smekalova
1988,Rita,Cruz Lima
1989,Sofie,Albinus
1990,Marina,Bottazzi
1991,Tanja,Weigl
1992,Pamela,Wallenfels
1993,Sabine,Lohmann
1994,Pavlina,Rajzlova
1995,Christine,Oreilly
1996,Jennifer,Balent
1997,Clare,Harrison
1998,Debbie,Stewart
1999,Julie,Filkoff
2000,Penny,Johnson
2001,Yuen Yuen,Ling
2002,DUPE Sylvie,Rual Faulty
2003,Kathleen,Carey
2004,Keiko,Morimoto
2005,Suzie,Holm
2006,Cathy,Fink
2007,Nancy,Spelman
2008,Lili,Bell
2009,Susana,Rojas
2010,Ionita,Nesti
2011,Andrea,Galloway
2012,June,Ferestein
2013,Lee,Chan
2014,Emanuela,Brusati
2015,Maria Eugenia,Vento
2016,Nicoletta,Iaccarino
2017,Pam,Nelson
2018,Stephanie,Halsell
2019,Anna Karin,Olsson
2020,Kim,Labuschagne
2021,Simona,Isidori
2022,Estefania,Bottini
2023,Sabrina,Lucchi
2024,Maite,Martinez Perez
2025,Barbara,Navarro
2026,Rosa Maria,Perez
2027,Noelia,Serra Djamdjean
2028,Elena,Salvador Reja
2029,Nuria,Montero
2030,Ana,Salas Lozano
2031,Carolina,Rodriguez
2032,Rosa Maria,Andres Rodriguez
2033,Jane,Holdren
2034,Gretchen,Doninger
2035,Jane,Thomas
2036,Holyn,Lord
2037,Kristi,Bastian
2038,Linley,Tanner
2039,Ceyda,Keyman
2040,Ceylan,Konuk
2041,Linda,Niemantsverdriet
2042,Joice Riana,Sutedja
2043,Natalia,Soetrisno
2044,Mimma,Chernovita
2045,Eny,Sulistyowati
2046,Il Soon,Kim
2047,Maaike,Koutstaal
2048,Agustine,Limanto
2049,Liza,Andriyani
2050,Daria,Chernova
2051,Helena,Olsson
2052,Shelby,Torrance
2053,Andrea,Berger
2054,Xin Yi,Li
2055,Linda,Barnard
2056,Themis,Zambrzycki
2057,Ingrid,Sommerauer
2058,Andrea,Pesak
2059,Maria,Geyer
2060,Natasha,Piskakova
2061,Maria,Romanov
2062,Darlene,Williamson
2063,Janthe,Cunningham
2064,Irma,Novakova Spurny
2065,Nike,Dobrovits
2066,Henrike,Kadzidroga
2067,Sandra,Reichel
2068,Alice,Nohacova
2069,Petra,Raclavska
2070,Jenny,Zika
2071,Scarlett,Werner
2072,Dragana,Zaric
2073,Tina,Hergold
2074,Chin Bee,Khoo
2075,Katharina,Buche
2076,Julia,Jehs
2077,Eva,Melicharova
2078,Annelie,Bjork
2079,Rosabel,Moyen
2080,Kathy,Obrien
2081,Danielle,Scott
2082,Katalin,Miskolczi
2083,Niki,Ninaus
2084,Carol,Watson
2085,Sherry,Hull
2086,Galina,Fokina
2087,Natalia,Biletskaia
2088,Reeka,Szikszay
2089,Aida,Khalatian
2090,Irina,Sukhova
2091,Emily,Bond
2092,Olga,Ivanova
2093,Mihoka,Matshushima
2094,Kiyomi,Nakagawa
2095,Hatsuhi,Isowa
2096,Li Lan,Duan
2097,Li Qiao,Yu
2098,Jean,Nachand
2099,Fumiko,Furuhashi
2100,Louise,Pleming
2101,Iwalani,Mccalla
2102,Patricia,Rogulski
2103,Kaoru,Shibata
2104,Keiko,Ishida
2105,Kazue,Takuma
2106,Anori,Fukuda
2107,Lori,Kosten
2108,Edie,Carell
2109,Robin,Boss
2110,Kerri,Reiter
2111,Lisa,Albano
2112,Mary,Norwood
2113,Carol,Daniels
2114,Michelle,Garth
2115,Seiko,Ichioka
2116,Cathrine,Instebo
2117,Laura,Dellangelo
2118,Maria Paola,Zavagli
2119,Florence,Gauvain
2120,Olivia,Fery
2121,Kirstin,Freye
2122,Benjamas,Sangaram
2123,Orawan,Thampensri
2124,Suvimol,Duangchan
2125,Pimpisamai,Kansuthi
2126,Phorhathai,Suksamran
2127,Marissa,Niroj
2128,Ding,Ding
2129,Riei,Kawamata
2130,Orawan,Wongkamalasai
2131,Natalia,Leipus
2132,Christa,Pickwick
2133,Manuela,Zoni
2134,Annalisa,Pesce
2135,Katie,Schlukebir
2136,Vanessa,Henke
2137,Michele,Wreem
2138,Shannon,Gordon
2139,Gina,Genovese
2140,Clare,Schmoyer
2141,Cathleen,Farrell
2142,Janice,Rapp
2143,Betsy,Blaney
2144,Lucia,Fernandez
2145,Wendy,Ouwendijk
2146,Shira,Gafni
2147,Allyson,Ingram
2148,Zuzana,Nemsakova
2149,Alena,Havrlikova
